Sno,Case ID,Case,Automation,Configurations,Created at,Created by,Folder,Issues,Priority,State,Status (latest),Tags,Updated by,Automation Script ID,Estimate,Expected,Forecast,JiraId,Precondition,Status date,Template,Test Steps,TPO Regression,Updated at,Description
469,25278,"Verify that when a EDI 204 load is auto-accepted and the 'New' field is set to NO, the load status is updated to ACTIVE.",Will Automate,,2025-07-24T12:34:59.088Z,Tejaswini Mudhuluru,EDI,,Smoke,Active,Passed,"customersearch,edi",Kavisha Garg,,,The load status is updated to ACTIVE.,,FD-34366,User should have access to BTMS application.,2025-07-24T12:53:29.398Z,Case (text),"1. Login into the BTMS application.2. Navigate to Customers and then search.3. Search customer (e.g. Marmaxx group). Now, the user will be moved to customer agent.4. Click on View Customer's Master Record hyperlink.5. Click on More EDI Pref's hyperlink.6. Newly added ""Place new load on hold when 204 auto-accepted"" dropdown field will be shown.7. Update the new field value as ""NO"".8.Create an auto-accepted EDI 204 load from postman or Navigate to Admin &gt; Parse an EDI 204 or 214 Message9. Click on Loads and Navigate to EDI 204 Load Tenders.10. Look out for the load created in the load tender list and the Load ID will show up as it's auto-accepted.",,2025-08-28T10:50:23.756Z,
470,25279,Verify DFB Posting when load is Active and Office is DFB enabled.,Will Automate,,2025-07-24T12:34:59.098Z,Tejaswini Mudhuluru,EDI,,High,Active,Passed,"customersearch,edi",Kavisha Garg,,,The load should be posted to DFB as expected.,,FD-34366,User should have access to BTMS and DFB applications.Office configaration for DFB:1. Go to Office search. 2. Search any office by Office code.3. Navigate to Office details.4. Enable Digital Matching Engine as YES 5. Enable TNX Bids as YES 6. Enable Greenscreens as YES 7. Enable Auto Post with Minimum Fields as YES8. Update Match Vendor(s) as TNX,2025-07-24T12:56:12.807Z,Case (text),"1. Login into the BTMS application.2. Navigate to Customers and then search.3. Search customer (e.g. Marmaxx group). Now, the user will be moved to customer agent.4. Click on View Customer's Master Record hyperlink.5. Click on More EDI Pref's hyperlink.6. Newly added ""Place new load on hold when 204 auto-accepted"" dropdown field will be shown.7. Update the new field value as ""NO"".8. Create an auto-accepted EDI 204 load from postman or Navigate to Admin &gt; Parse an EDI 204 or 214 Message9. Click on Loads and Navigate to EDI 204 Load Tenders.10. Look out for the load created in the load tender list and the Load ID will show up as it's auto-accepted.11. The load status will update to ACTIVE.",,2025-08-28T10:50:11.753Z,
471,25280,Verify DFB posting when load is released from HOLD and Office is DFB enabled.,Will Automate,,2025-07-24T12:34:59.109Z,Tejaswini Mudhuluru,EDI,,High,Active,Passed,"customersearch,edi",Kavisha Garg,,,The load should be posted to DFB after it's released from Hold as expected.,,FD-34366,User should have access to BTMS and DFB applications.Office configaration for DFB:1. Go to Office search. 2. Search any office by Office code.3. Navigate to Office details.4. Enable Digital Matching Engine as YES 5. Enable TNX Bids as YES 6. Enable Greenscreens as YES 7. Enable Auto Post with Minimum Fields as YES8. Update Match Vendor(s) as TNX,2025-07-24T12:57:34.375Z,Case (text),"1. Login into the BTMS application.2. Navigate to Customers and then search.3. Search customer (e.g. Marmaxx group). Now, the user will be moved to customer agent.4. Click on View Customer's Master Record hyperlink.5. Click on More EDI Pref's hyperlink.6. Newly added ""Place new load on hold when 204 auto-accepted"" dropdown field will be shown.7. Update the new field value as ""YES"".8. Create an auto-accepted EDI 204 load from postman or Navigate to Admin &gt; Parse an EDI 204 or 214 Message9. Click on Loads and Navigate to EDI 204 Load Tenders.10. Look out for the load created in the load tender list and the Load ID will show up as it's auto-accepted.11. The status of the Load is ON HOLD.12. The load must not be posted to DFB as it's in ON HOLD status. Login into DME application and verify this.13. Update the load status to ACTIVE on BTMS.14. Now, If you verify this load in DFB, this should have posted to DFB as the load is released from hold.",,2025-08-28T10:47:56.632Z,
472,27450,"Verify when “Stops (including fees & items)” is selected on customer EDI Pref's, the load’s stops are completely removed and replaced.",Will Automate,,2025-08-06T10:03:36.076Z,Tejaswini Mudhuluru,EDI,,Smoke,Active,Passed,"edi204,ediprefs",Kavisha Garg,,,"Ensure that when “Stops (including fees &amp; items)” is selected on customer EDI Pref's, the load’s stops are completely removed and replaced.",,FD-34965,"• Testing must be done using auto 204Configuration on EDI Pref's -• Apply 204 Change Orders To Load = ""YES""• Enable 204 Change Order Types• Enable the same Loads statuses to update• Enable Stops (including fees &amp; items) option in Stop Details• Matching must exist in BTMS so, that can be updated for Change, Reissue and Replace.• Matching load’s status is selected in the customer EDI Pref's “204 Change Order Options”",2025-08-06T12:01:54.373Z,Case (text),1. Login into the BTMS.2. Cilck on Admin &gt; Parse an EDI 204 or 214 Message.3. Update the Sender ID as (e.g. PSKL) and Received ID as (e.g. STKT).4. Use the below raw data for creating the EDI 204 load. (e.g)ST*204*83916B2**AVGD**SM506521327**PPB2A*00*LTL11*CA4516*RNL11*275.0*DHL11*606521307*CRL11*AUTO*AUTS5*1*LDL11*1*21G62*37*20250724*I*2100G62*38*20250724*K*2100N1*SF*HEARN INDUSTIAL SERVICES INC*93*GZ7WSN3*1200 W 145TH STREETN4*EAST CHICAGO*IN*46312*USAOID*SH-830772853OID*SH-830772117OID*SH-830772486S5*2*ULL11*2*21G62*53*20250725*G*1430G62*54*20250725*L*1430N1*ST*SUMITOMO ELECTRIC WIRING SYSTEMS*93*CPRHZN3*350 SALEM RDN4*JEFFERSONVILLE*IN*47130*USAOID*SH-830772853OID*SH-830772117OID*SH-830772486L3*40000SE*29*839165. Click on Submit.6. The 204 is created.7. Click on Loads &gt; EDI 204 Load tenders.8. Identify the load created by using the BOL number and Load ID would shown up.9. Click on Load ID and go toPick or Drop.10. The load stops should have been removed and replaced,,2025-08-26T12:24:16.916Z,
473,27451,"Verify when other stops options other than “Stops (including fees & items)” are selected in the customer EDI Pref's and the 204’s location IDs exactly match the load’s location IDs, the selected stop options are updated without removing/replacing the load’s stops.",Will Automate,,2025-08-06T10:03:36.099Z,Tejaswini Mudhuluru,EDI,,High,Active,Passed,"edi204,ediprefs",Kavisha Garg,,,Ensure that the selected stop options are updated without removing/replacing the load’s stops.,,FD-34965,"• Testing must be done using auto 204Configuration on EDI Pref's -• Apply 204 Change Orders To Load = ""YES""• Enable 204 Change Order Types• Enable the same Loads statuses to update• Enable other stops options other than “Stops (including fees &amp; items) in Stop Details.• Matching load exist so, that can be updated for Change, Reissue and Replace.• Matching load’s status is selected in the customer EDI Pref's “204 Change Order Options”• Use the exact match of load's location Id's for creating another 204 load.",2025-08-06T15:15:53.419Z,Case (text),1. Login into the BTMS.2. Cilck on Admin &gt; Parse an EDI 204 or 214 Message.3. Update the Sender ID as (e.g. PSKL) and Received ID as (e.g. STKT).4. Use the below raw data for creating the EDI 204 load. (e.g)ST*204*83916B2**AVGD**SM506521327**PPB2A*00*LTL11*CA4516*RNL11*275.0*DHL11*606521307*CRL11*AUTO*AUTS5*1*LDL11*1*21G62*37*20250724*I*2100G62*38*20250724*K*2100N1*SF*HEARN INDUSTIAL SERVICES INC*93*GZ7WSN3*1200 W 145TH STREETN4*EAST CHICAGO*IN*46312*USAOID*SH-830772853OID*SH-830772117OID*SH-830772486S5*2*ULL11*2*21G62*53*20250725*G*1430G62*54*20250725*L*1430N1*ST*SUMITOMO ELECTRIC WIRING SYSTEMS*93*CPRHZN3*350 SALEM RDN4*JEFFERSONVILLE*IN*47130*USAOID*SH-830772853OID*SH-830772117OID*SH-830772486L3*40000SE*29*839165. Click on Submit.6. The 204 is created.7. Click on Loads &gt; EDI 204 Load tenders.8. Identify the load created by using the BOL number and Load ID would shown up.9. Click on Load ID and go to Pick or Drop.10. The selected stop options are updated without removing/replacing the load’s stops.,,2025-08-26T12:24:57.892Z,
474,27452,"Verify when the 204's location IDs do not match the load exactly (something with the stop order or location changed), and “Replace Stops When 204 Stop Order Does Not Match” is not checked, the 204 is not processed and not updated",Will Automate,,2025-08-06T10:03:36.119Z,Tejaswini Mudhuluru,EDI,,Smoke,Active,Passed,"edi204,ediprefs",Kavisha Garg,,,Ensure that the 204 is not processed and not updated.,,FD-34965,"• Testing must be done using auto 204Configuration on EDI Pref's -• Apply 204 Change Orders To Load = ""YES""• Enable 204 Change Order Types• Enable the same Loads statuses to update• Enable Stop Details• Matching load exist so, that can be updated for Change, Reissue and Replace.• Matching load’s status is selected in the customer EDI Pref's “204 Change Order Options”• Make sure 204's location IDs do not match the load exactly while creating the another one.• “Replace Stops When 204 Stop Order Does Not Match” is not checked",2025-08-08T16:01:22.372Z,Case (text),1. Login into the BTMS.2. Cilck on Admin &gt; Parse an EDI 204 or 214 Message.3. Update the Sender ID as (e.g. PSKL) and Received ID as (e.g. STKT).4. Use the below raw data for creating the EDI 204 load. (e.g)ST*204*83916B2**AVGD**SM506521327**PPB2A*00*LTL11*CA4516*RNL11*275.0*DHL11*606521307*CRL11*AUTO*AUTS5*1*LDL11*1*21G62*37*20250724*I*2100G62*38*20250724*K*2100N1*SF*HEARN INDUSTIAL SERVICES INC*93*GZ7WSN3*1200 W 145TH STREETN4*EAST CHICAGO*IN*46312*USAOID*SH-830772853OID*SH-830772117OID*SH-830772486S5*2*ULL11*2*21G62*53*20250725*G*1430G62*54*20250725*L*1430N1*ST*SUMITOMO ELECTRIC WIRING SYSTEMS*93*CPRHZN3*350 SALEM RDN4*JEFFERSONVILLE*IN*47130*USAOID*SH-830772853OID*SH-830772117OID*SH-830772486L3*40000SE*29*839165. Click on Submit.6. The 204 is created.7. Click on Loads &gt; EDI 204 Load tenders.8. Identify the load created by using the BOL number and Load ID would shown up.9. Click on Load ID and go to Pick or Drop.10. The 204 is not processed and not updated.,,2025-08-26T12:26:12.683Z,
475,86918,Verify EDI 204 is sent when �Send EDI Load Tender� is clicked for a BOOKED load with EDI-enabled carrier and commodities for both TL and Intermodal load,Will Automate,,2025-11-13T09:25:48.510Z,Pragya Yadav,EDI,,Smoke,Active,Passed,"edi,loadsearch",,,,"When the user clicks the �Send EDI Load Tender� button:
The system should send EDI 204 to the assigned carrier",,FD-38331,"1.User must be logged in BTMS.
2.Load is in BOOKED status
3.Load has an assigned EDI-enabled carrier
4.All stops belonging to the carrier have a commodity assigned
5. Customer should be an EDI customer.",2025-11-21T09:46:14.447Z,Case (text),"1. Login to BTMS.
2. Navigate to Loads &gt; Search. 
3. Apply the required filters and click on Search.
4.Open the load.
5. Go to carrier tab click on the �Send EDI Load Tender button.
6.Verify EDI 204 is sent when �Send EDI Load Tender� is clicked for a BOOKED load with EDI-enabled carrier and commodities.",No,,
476,86919,Verify EDI 204 is not sent and error message is shown when a stop lacks commodity on a BOOKED load with EDI-enabled carrier  for both TL and Intermodal load.,Will Automate,,2025-11-13T09:25:48.525Z,Pragya Yadav,EDI,,High,Active,Failed,"edi,loadsearch",,,,"When the user clicks the �Send EDI Load Tender� button:
EDI 204 is NOT sent to the carrier
A pop-up message is displayed stating:
�All stops belonging to the carrier must have at least one commodity for the 204 to be sent.�",,FD-38331,"1.User must be logged in BTMS.
2.Load is in BOOKED status
3.Load has an assigned EDI-enabled carrier
4.At least one stop belonging to the carrier does not have a commodity assigned
5. Customer should be an EDI customer.",2025-11-17T15:52:38.906Z,Case (text),"1. Login to BTMS.
2. Navigate to Loads &gt; Search. 
3. Apply the required filters and click on Search.
4.Open the load.
5. Go to carrier tab click on the �Send EDI Load Tender button.
6.Verify EDI 204 is not sent and error message is shown when a stop lacks commodity on a BOOKED load with EDI-enabled carrier",No,,
477,86920,Verify EL qualified A1 record with Equipment Length is added to outbound EDI 204 when Load Tender is sent,Will Automate,,2025-11-13T09:30:03.052Z,Pragya Yadav,EDI,,Smoke,Active,Passed,"edi,loadsearch",,,,"When the user clicks the �Send EDI Load Tender� button:
The system should send EDI 204 to the carrier
The outbound EDI 204 should include an A1 record with:
Qualifier: EL
Equipment Length value sourced from the lscarr record of the carrier",,FD-38322,"1.User must be logged in BTMS.
2.Load is in BOOKED status
3.Load has an assigned EDI-enabled carrier
4.All stops belonging to the carrier have commodities
5.Carrier is EL qualified for A1 record inclusion
6.Equipment Length is available in the lscarr record for the carrier.",2025-11-18T13:07:48.487Z,Case (text),"1. Login to BTMS.
2. Navigate to Loads &gt; Search. 
3. Apply the required filters and click on Search.
4.Open the load.
5. Go to carrier tab click on the �Send EDI Load Tender button.
6.Go to EDI tab 
7. Go to the Load-Level Statuses click on view full EDI message.
8.Verify EL qualified A1 record with Equipment Length is added to outbound EDI 204 when Load Tender is sent",No,,
478,262027,Verify that the system does not send an EDI 210 invoice when the final total of customer charges equals $0.00 for an EDI-configured customer.,Will Automate,,2026-05-18T14:48:29.026Z,Tejaswini Mudhuluru,EDI,,High,Active,Passed,edi,,,,"The EDI 210 invoice is not generated or transmitted. 
No EDI 210 record appears in the outbound queue for this load.",,FD-37694,"1. A load exists in the system and is ready to be invoiced. 
	2. The customer on the load is configured to receive EDI 210 invoices. 
	3. The total customer charges (linehaul, fuel, accessorials, etc.) equal $0.00.",2026-05-19T08:26:46.541Z,Case (text),"1. Navigate to the load that is invoice-ready. 
2. Confirm the customer is set up for EDI 210 invoice delivery. 
3. Verify the final total of all customer charges = $0.00. 
4. Trigger the invoicing process for the load. 
5. Check the EDI 210 outbound queue/log.",No,,
479,262028,Verify that the system sends an EDI 210 invoice normally when the final total of customer charges is greater than $0.00.,Will Automate,,2026-05-18T14:48:29.045Z,Tejaswini Mudhuluru,EDI,,High,Active,Passed,edi,,,,The EDI 210 invoice is generated and transmitted successfully to the customer. The EDI 210 record appears in the outbound queue.,,FD-37694,"1. A load exists in the system and is ready to be invoiced. 
2. The customer on the load is configured to receive EDI 210 invoices. 
3. The total customer charges are greater than $0.00 (e.g., $500.00).",2026-05-19T08:40:47.164Z,Case (text),"1. Navigate to the load that is invoice-ready. 
2. Confirm the customer is set up for EDI 210 invoice delivery. 
3. Verify the final total of all customer charges &gt; $0.00. 
4. Trigger the invoicing process for the load. 
5. Check the EDI 210 outbound queue/log.",No,,
480,262029,Verify that the system does not send an EDI 210 invoice when charges were originally non-zero but have been offset by credits or adjustments resulting in a final total of $0.00.,Will Automate,,2026-05-18T14:48:29.062Z,Tejaswini Mudhuluru,EDI,,High,Active,Passed,edi,,,,"The EDI 210 invoice is not generated or transmitted, despite the load having individual charge line items. 
The system correctly evaluates the final total as $0.00 and suppresses the EDI 210.",,FD-37694,"1. A load exists in the system and is ready to be invoiced. 
2. The customer on the load is configured to receive EDI 210 invoices. 
3. The load has charges (e.g., $200.00 linehaul) that are offset by credits or adjustments (e.g., -$200.00 credit), making the final total = $0.00.",2026-05-19T08:32:52.090Z,Case (text),"1. Navigate to the load that is invoice-ready. 
2. Confirm the customer is set up for EDI 210 invoice delivery. 
3. Verify the load has charges that have been offset (e.g., $200.00 charge + -$200.00 credit = $0.00). 
4. Confirm the final total of customer charges = $0.00. 
5. Trigger the invoicing process for the load. 
6. Check the EDI 210 outbound queue/log.",No,,
481,262030,"Verify that when the EDI 210 is suppressed because total customer charges equal $0.00, the load status is updated to POSTED and the load is considered invoiced/complete.",Will Automate,,2026-05-18T14:48:29.079Z,Tejaswini Mudhuluru,EDI,,High,Active,Passed,edi,,,,"1. The EDI 210 invoice is not sent. 
2. The load status is updated to POSTED. 
3. The load is considered invoiced and complete — no further invoicing action is required.",,FD-37694,"1. A load exists in the system and is ready to be invoiced. 
2. The customer on the load is configured to receive EDI 210 invoices. 
3. The total customer charges = $0.00.",2026-05-19T07:16:19.361Z,Case (text),"1. Navigate to the load that is invoice-ready. 
2. Confirm the customer is set up for EDI 210 invoice delivery. 
3. Verify the final total of all customer charges = $0.00. 
4. Trigger the invoicing process for the load. 
5. Confirm the EDI 210 is not sent. 
6. Check the load status. 
7. Verify the load is marked as invoiced/complete in the system.",No,,
482,25214,"Verify that the loads having Unapproved Balance as  zero(0) or negative value should not appear in the ""Open Payables Report"".",Will Automate,,2025-07-22T15:25:16.707Z,Ashima Miglani,Executive,,Smoke,Active,Passed,loadreports,,,,"The ""Open Payables Report"" should not contains any load having negative or zero value in Unapproved Balance column.",,FD-34197,"1.User should have access to Executive tab.
2.User should be able to see ""Open Payables"" link.
3. There should be some existing loads with zero or negative value in Unapproved balance.",2025-07-25T11:10:27.292Z,Case (text),"1. Login into the BTMS application.
2. Click on the ""Executive"" tab.
3. Click on the ""Open Payables"" link.
4. Search with the help of any filter like ""Office, Carrier, Carrier ID"" etc.
5. Observe the ""Open Payables Report"".",,,
483,25215,"Verify that the loads having remaining Carrier Balance value should appear in the ""Open Payables Report"".",Will Automate,,2025-07-22T15:25:16.725Z,Ashima Miglani,Executive,,High,Active,Passed,loadreports,,,,Loads with remaining carrier balance should be shown with accurate balance values.,,FD-34197,"1.User should have access to Executive tab.
2.User should be able to see ""Open Payables"" link.
3. There should be some existing loads with remaining balance value in Carrier balance.",2025-07-25T11:10:57.338Z,Case (text),"1. Login into the BTMS application.
2. Click on the ""Executive"" tab.
3. Click on the ""Open Payables"" link.
4. Search with the help of any filter like ""Office, Carrier, Carrier ID"" etc.
5. Observe the ""Open Payables Report"".",,,
484,7806,Verify that the report updates properly when the Operational Office filter is applied for Load Summary by Office Reports.,Will Automate,,2025-06-26T18:57:52.927Z,Greg Burke,Executive,,High,Active,,loadreports,Rohit Singh,,,The Operational Office column should function as expected in Load Summary by Office reports.,,FD-33358,User should have access to Executive Reports.,,Case (text),"1. Log in to the BTMS application
2. Click on the EXECUTIVE section/menu.
3. Load Reports ---&gt; Click on Load Summary by Office link .
4. Apply the required filters and click the search button.
5. Apply the filter and check if the report updates accordingly",,2025-07-15T11:08:39.109Z,
485,7809,Verify that the report updates properly when the Operational Office filter is applied for Load Detail for Office reports.,Will Automate,,2025-06-26T18:57:52.958Z,Greg Burke,Executive,,High,Active,,loadreports,Rohit Singh,,,The Operational Office column should function as expected and data must be shown accordingly  in the Load Detail for Office report.,,FD-33358,User should have access to Executive Reports.,,Case (text),"1. Log in to the BTMS application
2. Click on the EXECUTIVE section/menu.
3. Load Reports --&gt; Select the Load Detail for Office report link.
4. Apply the required filters and click the search button.
5. Apply the filter and check if the report updates accordingly",,2025-07-15T11:08:39.109Z,
486,261942,Verify report results return correctly when filtered by Approved Date range,Will Automate,,2026-05-14T15:35:03.325Z,Ashima Miglani,Executive,,Smoke,Active,Passed,"comchek,reports",Ashima Miglani,,,"1.Report runs without errors
2.Results displayed are within the specified Approved Date range
3.APPROVED DATE column is visible in the results table
4.Timestamps in the column are accurate and correctly formatted",,FD-35941,"1. User is on the ComChek Detail Report filter page
2. Valid Approved Date records exist in the system",2026-05-21T07:44:56.587Z,Case (text),"1. Login to BTMS
2. Click the 'Executive' tab
3. Navigate to Carrier Reports section
4. Click on 'ComChek Detail Report'
5. Enter a valid start date in 'Approved Date Start' field.
6. Enter a valid end date in 'Approved Date End' field
7. Click 'Show Report'
8. Observe the returned results",No,2026-05-14T15:35:59.166Z,
487,261944,Verify basic column sort (Ascending) on APPROVED DATE column header,Will Automate,,2026-05-14T15:35:03.359Z,Ashima Miglani,Executive,,High,Active,Passed,"comchek,reports",Ashima Miglani,,,"1. Results are sorted in Ascending order by Approved Date
2. Earliest dates appear at the top
3. A sort indicator (arrow) shows ascending direction on the column header",,FD-35941,"1. User has run a report and results are displayed
2. APPROVED DATE column is visible",2026-05-21T07:45:37.136Z,Case (text),"1. Login to BTMS
2. Click the 'Executive' tab
3. Navigate to Carrier Reports section
4. Click on 'ComChek Detail Report'
5. Enter a valid start date in 'Approved Date Start' field.
6. Enter a valid end date in 'Approved Date End' field
7. Click 'Show Report'
8.Observe the APPROVED DATE column in the results table
9. Click the 'APPROVED DATE' column header once
10. Observe the sort order of the results",No,2026-05-14T15:35:59.166Z,
488,261945,Verify basic column sort (Descending) on APPROVED DATE column header,Will Automate,,2026-05-14T15:35:03.375Z,Ashima Miglani,Executive,,Smoke,Active,Passed,"comchek,reports",Ashima Miglani,,,"1. Results are sorted in Descending order by Approved Date
2. Most recent dates appear at the top
3. Sort indicator on column header switches to descending direction",,FD-35941,"1. User has run a report and results are displayed
2. APPROVED DATE column is visible
3. Column is currently sorted Ascending",2026-05-21T07:45:52.402Z,Case (text),"1. Login to BTMS
2. Click the 'Executive' tab
3. Navigate to Carrier Reports section
4. Click on 'ComChek Detail Report'
5. Enter a valid start date in 'Approved Date Start' field.
6. Enter a valid end date in 'Approved Date End' field
7. Click 'Show Report'
8.Observe the APPROVED DATE column in the results table
9. Click the 'APPROVED DATE' column header once (Ascending)
10. Click the 'APPROVED DATE' column header a second time
11.Observe the sort order",No,2026-05-14T15:35:59.166Z,
489,261947,Verify Advanced Sort by APPROVED DATE DESC works correctly,Will Automate,,2026-05-14T15:35:03.406Z,Ashima Miglani,Executive,,High,Active,Passed,"comchek,reports",Ashima Miglani,,,"1. Results are sorted by Approved Date in Descending order
2. Most recently approved records appear first
3. Sort is applied correctly across all result pages/rows",,FD-35941,"1. User is on the report results page
2. Advanced Sort section is accessible",2026-05-21T07:51:38.741Z,Case (text),"1. Login to BTMS
2. Click the 'Executive' tab
3. Navigate to Carrier Reports section
4. Click on 'ComChek Detail Report'
5. Enter a valid start date in 'Approved Date Start' field.
6. Enter a valid end date in 'Approved Date End' field
7. Click 'Show Report'
8. Open 'Advanced Sort' at the bottom of the page
9. Set sort field 1 to 'APPROVED DATE'
10. Set sort direction to 'DESC'
11. Click on Default button.
12. Observe the results order",No,2026-05-14T15:35:59.166Z,
490,261950,Verify APPROVED DATE column is included in the downloaded Excel/CSV file,Will Automate,,2026-05-14T15:35:03.454Z,Ashima Miglani,Executive,,High,Active,Passed,"comchek,reports",Ashima Miglani,,,"1. Downloaded file opens successfully
2. APPROVED DATE column is present in the file
3. Values in the APPROVED DATE column match what was shown on the report results page
4. All rows from the filtered report are included",,FD-35941,"1. User has run the report with Approved Date filter criteria
2. Results are displayed on screen
3. Download to Excel link is visible",2026-05-21T07:53:32.014Z,Case (text),"1. Login to BTMS
2. Click the 'Executive' tab
3. Navigate to Carrier Reports section
4. Click on 'ComChek Detail Report'
5. Enter a valid start date in 'Approved Date Start' field.
6. Enter a valid end date in 'Approved Date End' field
7. Click 'Show Report'
8.Observe the APPROVED DATE column in the results table
9. Run the report using an Approved Date range
10.Click the 'Download to Excel' link on the results page
11.Open the downloaded file
12.Observe the columns in the downloaded file",No,2026-05-14T15:35:59.166Z,
491,262005,Verify drill-down link from Summary to Detail still works,Will Automate,,2026-05-18T11:09:28.091Z,Kavisha Garg,Executive,,Smoke,Active,Passed,"loadsearch,masterbilling,reports",Kavisha Garg,,,The PENDING MASTER INVOICES value gets populated with the actual number of invoices with pending master date assigned to that agent in the source data.Drill-down navigation from Summary to Detail still works correctly. The Detail report opens pre-filtered for the selected user and shows all columns including the new Pending Master Date.The Pending Master Date column displays the correct date value from master_invoice.pending_date for that row.,,FD-41766,Invoice Activity Summary is rendered with data,2026-06-04T06:27:34.049Z,Case (text),"1. Run Invoice Activity Summary2. Click on a user row or drill-down link (e.g., on PRIMARY INVOICES count) to navigate to Invoice Activity Detail3. Observe the Detail report",No,2026-06-03T12:57:22.873Z,
492,366487,Verify report executes successfully with a valid Created Date range,Will Automate,,2026-07-07T14:33:15.027Z,Mukesh Singh,Executive,,High,Active,Passed,"comchek,reports",,,,The report executes successfully without any validation message.,,FD-43011,User is on the ComChek Detail Report page.,2026-07-07T16:15:02.893Z,Case (text),"1. Select a Created Date Start using the calendar.
2. Select a Created Date End later than the Start Date.
3. Click Show Report.",No,,
493,24614,Verify the supplemental invoice number is displayed as the invoice number with suffix in the Commission Detail Report under the NON-OP Supplemental Inv# as indicator for Load Edit commission adjustments made through a supplemental invoice added during a load edit for non-operational load.,Will Automate,,2025-07-04T15:49:57.885Z,Kavisha Garg,Finance,,Smoke,Active,Passed,payables,Rohit Singh,,,The supplemental invoice number should be displayed as the invoice number  with suffix  in the Commission Detail Report under the Supplemental Inv# as indicator for Load Edit commission adjustments made through a supplemental invoice added during a load edit for non-operational load.,,FD-31804,"1.User has access to Finance Reports.
2. User must be logged into BTMS
3.Non-operational load is created and Status is  Invoiced.",2025-07-04T16:10:12.077Z,Case (text),"1. Log in to the BTMS application
2. Click on Finance --- &gt; Select Payables  
3. Select the Office Commission Detail
4. Apply the required filters and click the search button.
5.  Verify the supplemental invoice number is displayed as the invoice number with suffix in the Commission Detail Report under the NON-OP Supplemental Inv# as indicator for Load Edit commission adjustments made through a supplemental invoice added during a load edit for non-operational load.",,2025-07-15T09:47:28.341Z,
494,24617,Verify the NON-OP Supplemental Inv# column value remain blank with Supplemental Invoice Number  in the Office Commission Detail Report for the operational loads.,Will Automate,,2025-07-04T15:49:57.912Z,Kavisha Garg,Finance,,Smoke,Active,Passed,payables,Rohit Singh,,,The NON-OP Supplemental Inv# column value should  remain blank with Supplemental Invoice Number  in the Office Commission Detail Report for the operational loads.,,FD-31804,"1.User has access to Finance Reports.
2. User must be logged into BTMS
3.TheOperational  load is created and Status is  Invoiced.",2025-07-04T16:12:21.983Z,Case (text),"1. Log in to the BTMS application
2. Click on Finance --- &gt; Select Payables  
3. Select the Office Commission Detail
4. Apply the required filters and click the search button.
5. Verify the NON-OP Supplemental Inv# column value remain blank with Supplemental Invoice Number  in the Office Commission Detail Report for the operational loads.",,2025-07-15T09:47:28.341Z,
495,7758,Validate report data updates according to the selected office group.,Will Automate,,2025-06-26T18:57:52.438Z,Greg Burke,Finance,,High,Active,,receivables,Rohit Singh,,,1.Report displays data only for offices in the selected group with Office Group Column.,,FD-33010,1.User should be on Load Summary Report Page.,,Case (text),"1. Select one office group from the filter.
 2. Run the report.",,2025-07-15T11:08:21.375Z,
496,7759,Validate report data updates according to the selected offices.,Will Automate,,2025-06-26T18:57:52.448Z,Greg Burke,Finance,,High,Active,,receivables,Rohit Singh,,,"1.Report should displays data for selected offices alongwith the ""Office Group"" column of the selected ""Office"".",,FD-33010,1.User should be on Load Summary Report Page.,,Case (text),"1. Click on the ""Offices"" filter.
 2. Select one ""Office"" from Offices filter.
3.Leave the ""Office Group"" filter unselected.",,2025-07-15T11:08:21.375Z,
497,7945,"Verify that ""Operational Office"" filter is   updated to ""Dispatch Office"" filter in Office Commission Detail reports.",Will Automate,,2025-06-26T18:57:54.862Z,Greg Burke,Finance,,High,Active,,payables,Rohit Singh,,,"""Operational Office"" filter  should be updated to ""Dispatch Office"" filter in   Office Commission Detail reports.",,FD-33672,1.User has access to Finance Reports.,,Case (text),"1. Log in to the BTMS application
2. Click on Finance --- &gt; Select Payables 
3. Select the Office Commission Detail,
4. Verify the presence of the ""Dispatch Office"" filter.",,2025-07-15T11:08:21.375Z,
498,7946,"Verify that ""Operational Office"" filter is   updated to ""Dispatch Office"" filter in  Office Commission Adjustment Detail reports.",Will Automate,,2025-06-26T18:57:54.882Z,Greg Burke,Finance,,High,Active,,payables,Rohit Singh,,,"""Operational Office"" filter  should be updated to ""Dispatch Office"" filter in  Office Commission Adjustment Detail reports.",,FD-33672,1.User has access to Finance Reports.,,Case (text),"1.Log in to the BTMS application
2. Click on Finance --- &gt; Select Payables  
3. Select the Office Commission Adjustment Detail
4. Verify the presence of the ""Dispatch Office"" filter.",,2025-07-15T11:08:21.375Z,
