Case ID,Automation Script ID,JiraId,Case,Precondition,Test Steps,Expected,Description,Tags
27618,,FD-33060,Verify that user receives an email which includes a hyperlink to a �My Bulk Loads (Changes & Imports)� report for Bulk load import process.,1. User should be able to login BTMS application.2.Users should have the BULK_CHANGE_LOADS_MGR role.3.User should be on the Bulk Load Import page.,1. Login to the BTMS Application.2.Navigate to the Bulk Load Import.(Loades-&gt;load import utility).3. Click on choose file.4. Upload a file.5.Navigated to the bulk load job.6.Click on the Next.,User should receives an email which includes a hyperlink to a �My Bulk Loads (Changes &amp; Imports)� report.,,loadimportutility
27627,,FD-33060,Verify Render Load Details for SUCCESS Status for import.,"1. User should be able to login BTMS application.
2.User with BULK_CHANGE_LOADS_MGR role views a load record with SUCCESS status
3.User should be on the My Bulk Loads (Changes &amp; Imports)page.","1. Login to the BTMS Application.
2.Navigate to the Bulk Load Import.(Loades-&gt;load import utility).
3. Click on choose file.
4. Upload a file.
5.Navigated to the bulk load job.
6.Click on the Next.
7.Navigated to the My Bulk Loads (Changes &amp; Imports)page.
8.Click on the load record.
9.Verify Render Load Details for SUCCESS Status.",Load details/loadform should be rendered for SUCCESS Status,,loadimportutility
27628,,FD-33060,Verify Render Load Details for SUCCESS Status for bulk change.,1. User should be able to login BTMS application.2.User with BULK_CHANGE_LOADS_MGR role views a load record with SUCCESS status3.User should be on the load search page.,"1. Login to the BTMS Application.2.Navigate to the Bulk Load Import.(Loades-&gt;load import utility). 3. choose load.4.Click the �Bulk Change� button user get naviagted Bulk Change: Step 2 - Select Changes.5.Select a change item from the dropdown (e.g., �Update Delivery Date/Time, Dispatched�).and click next.6.Navigated to the My Bulk Loads (Changes &amp; Imports)page.7.Click on the load record.8.Verify Render Load Details for SUCCESS Status.",Load details/loadform should be rendered for SUCCESS Status,,loadimportutility
27633,,FD-33221,Verify that when a matching template is found,Auto Overlay is enabled for an EDI customer:1. “Enable Auto-Overlay” and “Equipment” checkboxes are checked.2. One of these settings is also checked:“Origin EDI ID” and “Destination EDI ID” (or)“SHIP ADDR1” and “CONS ADDR1”3. Load Overlay Default Options are set for the customer.,"1. Login into the BTMS.2. Go to Customer Search and Apply the filters.3. Navigate to Customer Agent.4. Scroll down and Auto Overlay Feature5. Enable Auto overlay for the EDI customer as mentioned in preconditions.6. Navigate to Admin &gt; Parse an EDI 204 or 214 message.7. Create a EDI 204 load tender with Equipment value, Origin pick location and Destination drop location.8. System finds the template match with active template with Equipment value, Origin location and Destination location.9. Template data is copied to the load.10. Auto Overlay sucess message is shown on the load.",Ensure that Auto overlay must be applied for the load by using equipment search field.,,"autooverlay,customersearch"
27635,,FD-33221,"Verify that Auto over lay works for every equipment type like FLATBED, REFEER, BOXCAR",Auto Overlay is enabled for an EDI customer:1. “Enable Auto-Overlay” and “Equipment” checkboxes are checked.2. One of these settings is also checked:“Origin EDI ID” and “Destination EDI ID” (or)“SHIP ADDR1” and “CONS ADDR1”3. Load Overlay Default Options are set for the customer.,"1. Login into the BTMS.2. Go to Customer Search and Apply the filters.3. Navigate to Customer Agent.4. Scroll down and Auto Overlay Feature5. Enable Auto overlay for the EDI customer as mentioned in preconditions.6. Navigate to Admin &gt; Parse an EDI 204 or 214 message.7. Create a EDI 204 load tender with Equipment value, Origin pick location and Destination drop location.8. System does find the template match with active template with Equipment value like Flatbed, Boxcar and Refeer, Origin location and Destination location.9. Auto Overlay Success message is shown on the load as per Load Automation Alerts.","Ensure that Auto over lay works for every equipment type like FLATBED, REFEER, BOXCAR",,"autooverlay,customersearch"
27636,,FD-33221,Verify that Auto Overlay should fail when more than one template matches.,Auto Overlay is enabled for an EDI customer:1. “Enable Auto-Overlay” and “Equipment” checkboxes are checked.2. One of these settings is also checked:“Origin EDI ID” and “Destination EDI ID” (or)“SHIP ADDR1” and “CONS ADDR1”3. Load Overlay Default Options are set for the customer.,"1. Login into the BTMS.2. Go to Customer Search and Apply the filters.3. Navigate to Customer Agent.4. Scroll down and Auto Overlay Feature5. Enable Auto overlay for the EDI customer as mentioned in preconditions.6. Navigate to Admin &gt; Parse an EDI 204 or 214 message.7. Create a EDI 204 load tender with Equipment value, Origin pick location and Destination drop location.8. System finds the match for more than one template with active status with Equipment value, Origin location and Destination location.9. Auto Overlay failure message is shown on the load as per Load Automation Alerts.",Ensure that Auto Overlay should fail when more than one template matches.,,"autooverlay,customersearch"
27651,,FD-33300,Verify Saved Reports visibility and sorting logic in dropdown,1. User should be able to login to BTMS application.2. User should be on the LOADS Search page.3. User should have saved reports including names starting with numbers and letters.,1. Login to the BTMS application.2. Navigate to the LOADS Search page.3. Click on the 'Saved Reports' section.4. Open the Saved Reports dropdown.5. Verify that saved reports are listed.6. Verify that reports are sorted alphabetically (A-Z).7. Verify that reports are sorted in ascending order.8. Verify that reports starting with numbers (0�9) appear before letters (A�Z).9. Verify sorting from smallest to largest based on character value.,1. Saved reports should be accurately listed under the 'Saved Reports' dropdown menu.2. Reports should be sorted alphabetically (A-Z).3. Reports should be sorted in ascending order.4. Reports starting with numbers should appear before letters.5. Reports should be sorted from smallest to largest based on character value.,,sharereport
27662,,FD-34948,Verify the functionality where values are selected in all the mentioned filters and results are appearing as expected.,"1.Load Search page is loaded.2.Load data includes Carrier Dispatch Name, Carrier Dispatch Email and Carrier Dispatch Phone.",1.Login into the BTMS.2.Navigate to the Load Search Page.3.Observe the filter section layout.4.Enter a valid Dispatch Name.5.Enter a valid Dispatch Email.6.Enter a valid Dispatch Phone number.7.Click Search and review the results.8.Check visible columns and verify the following columns should be hidden by default:* Carrier Dispatch Name* Carrier Dispatch Email* Carrier Dispatch Phone.9.Unhide the columns from the filtered results page and observe.,"All the newly added columns should be visible after unhiding.Correct data should be displayed in each column, consistent with filter criteria.",,loadsearch
27664,,FD-34807,Verify that a parcel load is auto-paid without requiring a POD or carrier invoice document.,User has PARCEL_MANAGER role; Valid parcel file prepared,"1. Navigate to Loads &gt; Upload Parcel Files
2. Download and fill template
3. Upload file and map fields
4. Submit and verify load creation
5. Check auto-invoice and auto-pay status",Load is auto-paid without requiring POD or carrier invoice,,uploadparcelfiles
61527,,FD-33352,Verify that the system prevents submission and displays an appropriate error message when loads with methods other than ELTL or LTL are selected along with the Pro # field.,User must be assigned to BULK_CHANGE_LOADS_MGR user role to access Bulk change feature.,"1. Login into the BTMS.2. Navigate to Loads &gt; Search3. Apply the required filters and click on Search4. User is on the “All Loads Search” report page.5. Select one or more TL or Intermodal loads using checkboxes.6. Click the “Bulk Change” button.7. Select Changes” dialog box opens.8. Number of selected loads is displayed.9. Select ""Add/Replace References” option from drop down.10. Select PRO # reference.11. A warning shows ""Pro # field is only included on ELTL and LTL loads. Remove the non-ELTL/LTL loads selected and resubmit"".",Ensure that system prevents submission and displays an appropriate error message when loads with methods other than ELTL or LTL are selected along with the Pro # field.,,bulkchange
61578,,FD-34807,Verify that a parcel load is auto-paid without requiring a POD or carrier invoice document.,User has PARCEL_MANAGER role; Valid parcel file prepared,1. Navigate to Loads &gt; Upload Parcel Files2. Download and fill template3. Upload file and map fields4. Submit and verify load creation5. Check auto-invoice and auto-pay status,Load is auto-paid without requiring POD or carrier invoice,,"auto-pay,uploadparcelfiles"
61579,,FD-34807,Verify that a parcel load is auto-paid even when the customer has POD or BOL Required marked in the checkbox  in the Customer Master.,Customer has POD required checked in master ; User has PARCEL_MANAGER role,"1. Upload parcel file for customer with POD requirement
2. Complete upload and mapping
3. Verify load creation and delivery status
4. Check auto-invoice and auto-pay status","Load is auto-paid despite POD or BOL requirement in customer master and load status should be ""Invoiced"".",,"auto-pay,uploadparcelfiles"
61583,,FD-36504,Verify that a parcel load is auto-bill without requiring a POD or BOL for customer without POD/BOL requirement.,"1. User has PARCEL_MANAGER role.
2. Valid parcel file prepared.
3. Customer has no documents as required documents in Customer master page.","1.Login into the BTMS. 
2.Navigate to Loads &gt; Upload Parcel Files
3. Download and fill template.
4. Upload file and map fields.
5. Submit and verify load creation.
6. Check auto-invoice and auto-bill status.","Load is auto-billed without requiring POD or BOL and status should be set to ""Invoiced"".",,"auto-bill,uploadparcelfiles"
61584,,FD-36504,Verify that a parcel load is auto-billed even when the customer has POD/ BOL required marked in the checkbox  in the Customer master page.,"1. User has PARCEL_MANAGER role.
2. Valid parcel file prepared.
3. Customer has POD/BOL marked as required documents in Customer master page.","1.Login into the BTMS. 
2.Navigate to Loads &gt; Upload Parcel Files
3. Download and fill template.
4. Upload file and map fields.
5. Submit and verify load creation.
6. Check auto-invoice and auto-bill status.","Load is auto-billed despite POD/ BOL requirement in customer master page and status should be set to ""Invoiced"".",,"auto-bill,uploadparcelfiles"
61592,,FD-35059,Validating auto-pay does not process a payment that would result in overpayment.,"1.Auto-Invoice Group"" on Customer Page should be set to ""Standard"".2.""Inv Process Group"" on Carrier Page should be set to ""Standard"".3. All the required documents mentioned on the Customer Page should be uploaded.4.There must be an invoice with a remaining balance.5.Payment amount should exceed the invoice amount.","1.Login into the BTMS.2.Navigate to a customer and create a new Load.3.Upload all the required Documents.4.Change the load status to ""Delivered Final"".5.Observe the ""View Billing"" screen and ""Load Status"" afterwards.6.Check the Auto-pay history in the ""View Billing"" section.",Auto-pay should be blocked. Exception message should appears in auto-pay history: 'Auto-Pay prevented due to invoice would be overpaid.',,loadcreation
61603,,FD-33353,"Verify If the user’s load selection include loads with a load method of intermodal, selecting this bulk change feature generates an error message.","1.User must be logged in BTMS.
2.User must be in All Load seacrh page.
3.User must be assigned to BULK_CHANGE_LOADS_MGR user role to access Bulk change feature.","1. Login into the BTMS.
2. Navigate to Loads -&gt; Search
3. Apply the required filters and click on Search
4. User is on the “All Loads Search” report page.
5. Select one or more intermodal load records using checkboxes.
6. Click the “Bulk Change” button.
7.User gets Navigated to the Bulk Change: Step 2 - Select Changes.
8.Select UpdateShipDateTime Operation option  in the “Select Changes” dialog box.",Ensure the error message is displayed “Your load selection includes intermodal loads. Intermodal loads are currently restricted from using this bulk change feature”,,"bulkchange,loadsearch"
7692,,FD-33266,"Verify that  the pop-up list shows only the 3rd Party BOL templates selected in ""Display Cust BOL Logo in"" on the Customer Agent record.","1.User must logged into the BTMS application as an agent
2. load needs to be created","1.Hover over the load tab
2.Click on search menu
3.Enter the load number
4.Click on search button
5.Select the specific load
6.Click on the Customer Tab under view load
7.Copy the Customer name
8.Hover over the customer Tab
9.Click on serach button
10.Search the specfic customer
11 Click on Edit Button
12.Select the value from the ""Display Cust BOL Logo in"" field
13.Repeat step from 1 to 5
14.Click on the 3rd Party
15.Choose the BOL header style"" pop-up list in the Load Form will only show the 3rd Party BOL templates that are selected in the ""Display Cust BOL Logo in"" field on the Customer Agent record.","BOL header style pop-up list in the Load Form should only display the third-party BOL templates that were selected in the ""Display Cust BOL Logo in"" field on the Customer Agent record.",,search
7697,,FD-33020,Verify whether the carrier invoice uploaded to the origin dray of an operational intermodal load that contains a BOL document is auto-paid,"1. User should have Finance Plus access to BTMS application
2. Specific customer must not have any required document
3. Auto Invoice should be disabled  for the specific customer in BTMS","1. Login to BTMS application
2. Navigate to the specific customer and click on New Load - Intermodal load
3. Ensure the load status is Active
4. Select the Origin dray, Rail, Destination dray and enter all the required fields
5. Ensure the status is Booked
6. Ensure the Origin Dray's Driver In date and Time and Destination dray's Driver Out date and Time are entered.
7. Click on Edit Button and Update the load status to Delivered Final
8. Click on save Button.
9. A popup message displaying Are you sure you want to change this load to Delivered Final?. Click on Ok button
10. Ensure the Load status is Delivered Final
11. Click on View Billing Button and click on Create invoice button
12. Ensure the load status is Invoiced
13. Upload BOL document to the Origin dray and Carrier Invoice to the Origin dray via Document Upload utility window
14. Verify whether the carrier invoice is Auto approved when the Origin dray contains BOL document","An operational intermodal load should be auto-paid when the carrier invoice uploaded to the origin dray, contains a BOL document.",,viewbilling
7698,,FD-33020,Verify whether the carrier invoice uploaded to the Destination dray of an operational intermodal load that contains a POD document is auto-paid,"1. User should have Finance Plus access to BTMS application
2. Specific customer must not have any required document
3. Auto Invoice should be disabled  for the specific customer in BTMS","1. Login to BTMS application
2. Navigate to the specific customer and click on New Load - Intermodal load
3. Ensure the load status is Active
4. Select the Origin dray, Rail, Destination dray and enter all the required fields
5. Ensure the status is Booked
6. Ensure the Origin Dray's Driver In date and Time and Destination dray's Driver Out date and Time are entered.
7. Click on Edit Button and Update the load status to Delivered Final
8. Click on save Button.
9. A popup message displaying Are you sure you want to change this load to Delivered Final?. Click on Ok button
10. Ensure the Load status is Delivered Final
11. Click on View Billing Button and click on Create invoice button
12. Ensure the load status is Invoiced
13. Upload POD document to the Destination dray and Carrier Invoice to the Destination dray via Document Upload utility window
14. Verify whether the carrier invoice is Auto approved when the Destination dray contains POD document","An operational intermodal load should be auto-paid when the carrier invoice uploaded to the Destination dray, contains a POD document.",,viewbilling
7699,,FD-33020,Verify whether the carrier invoice uploaded to the Origin dray of an operational intermodal load that contains a BOL document is auto-paid,1. User should have Finance Plus access to BTMS application2. Specific customer must have BOL as Customer required document at Master customer page3. Auto Invoice should be disabled for the specific customer in BTMS,"1. Login to BTMS application2. Navigate to the specific customer and click on New Load - Intermodal load3. Ensure the load status is Active4. Select the Origin dray, Rail, Destination dray and enter all the required fields5. Ensure the status is Booked6. Ensure the Origin Dray's Driver In date and Time and Destination dray's Driver Out date and Time are entered.7. Click on Edit Button and Update the load status to Delivered Final8. Click on save Button.9. A popup message displaying Are you sure you want to change this load to Delivered Final?. Click on Ok button10. Ensure the Load status is Delivered Final11. Click on View Billing Button and click on Create invoice button12. Ensure the load status is Invoiced13. Upload BOL document to the Origin dray and Carrier Invoice to the Origin dray via Document Upload utility window14. Verify whether the carrier invoice is Auto approved when the Origin dray contains BOL document","An operational intermodal load should be auto-paid when the carrier invoice uploaded to the origin dray, contains a BOL document.",,viewbilling
7700,,FD-33020,Verify whether the carrier invoice uploaded to the Destination dray of an operational intermodal load that contains a BOL document is not auto-paid,"1. User should have Finance Plus access to BTMS application
2. Specific customer must have BOL as Customer required document at Master customer page
3. Auto Invoice should be disabled  for the specific customer in BTMS","1. Login to BTMS application
2. Navigate to the specific customer and click on New Load - Intermodal load
3. Ensure the load status is Active
4. Select the Origin dray, Rail, Destination dray and enter all the required fields
5. Ensure the status is Booked
6. Ensure the Origin Dray's Driver In date and Time and Destination dray's Driver Out date and Time are entered.
7. Click on Edit Button and Update the load status to Delivered Final
8. Click on save Button.
9. A popup message displaying Are you sure you want to change this load to Delivered Final?. Click on Ok button
10. Ensure the Load status is Delivered Final
11. Click on View Billing Button and click on Create invoice button
12. Ensure the load status is Invoiced
13. Upload BOL document to the Destination dray and Carrier Invoice to the Destination dray via Document Upload utility window
14. Verify whether the carrier invoice is not Auto approved when the Destination dray contains BOL document","An operational intermodal load should not be auto-paid when the carrier invoice uploaded to the Destination dray, contains a BOL document.",,viewbilling
7701,,FD-33020,Verify whether the carrier invoice uploaded to the Origin dray of an operational intermodal load that contains a POD document is not auto-paid,"1. User should have Finance Plus access to BTMS application
2. Specific customer must have POD as Customer required document at Master customer page
3. Auto Invoice should be disabled  for the specific customer in BTMS","1. Login to BTMS application
2. Navigate to the specific customer and click on New Load - Intermodal load
3. Ensure the load status is Active
4. Select the Origin dray, Rail, Destination dray and enter all the required fields
5. Ensure the status is Booked
6. Ensure the Origin Dray's Driver In date and Time and Destination dray's Driver Out date and Time are entered.
7. Click on Edit Button and Update the load status to Delivered Final
8. Click on save Button.
9. A popup message displaying Are you sure you want to change this load to Delivered Final?. Click on Ok button
10. Ensure the Load status is Delivered Final
11. Click on View Billing Button and click on Create invoice button
12. Ensure the load status is Invoiced
13. Upload POD document to the Origin dray and Carrier Invoice to the Origin dray via Document Upload utility window
14. Verify whether the carrier invoice is not Auto approved when the Origin dray contains POD document",An operational intermodal load should not be auto-paid when the carrier invoice uploaded to the origin dray contains POD document.,,viewbilling
7702,,FD-33020,Verify whether the carrier invoice uploaded to the Destination dray of an operational intermodal load that contains a POD document is auto-paid,"1. User should have Finance Plus access to BTMS application
2. Specific customer must have POD as Customer required document at Master customer page
3. Auto Invoice should be disabled  for the specific customer in BTMS","1. Login to BTMS application
2. Navigate to the specific customer and click on New Load - Intermodal load
3. Ensure the load status is Active
4. Select the Origin dray, Rail, Destination dray and enter all the required fields
5. Ensure the status is Booked
6. Ensure the Origin Dray's Driver In date and Time and Destination dray's Driver Out date and Time are entered.
7. Click on Edit Button and Update the load status to Delivered Final
8. Click on save Button.
9. A popup message displaying Are you sure you want to change this load to Delivered Final?. Click on Ok button
10. Ensure the Load status is Delivered Final
11. Click on View Billing Button and click on Create invoice button
12. Ensure the load status is Invoiced
13. Upload POD document to the Destination dray and Carrier Invoice to the Destination dray via Document Upload utility window
14. Verify whether the carrier invoice is Auto approved when the Destination dray contains POD document",An operational intermodal load should be auto-paid when the carrier invoice uploaded to the Destination dray contains POD document.,,viewbilling
7703,,FD-33020,Verify whether the carrier invoice uploaded to the Origin dray of an operational intermodal load that contains a POD document is not auto-paid,"1. User should have Finance Plus access to BTMS application
2. Specific customer must have BOL as Customer required document at Master customer page
3. Auto Invoice should be disabled  for the specific customer in BTMS","1. Login to BTMS application
2. Navigate to the specific customer and click on New Load - Intermodal load
3. Ensure the load status is Active
4. Select the Origin dray, Rail, Destination dray and enter all the required fields
5. Ensure the status is Booked
6. Ensure the Origin Dray's Driver In date and Time and Destination dray's Driver Out date and Time are entered.
7. Click on Edit Button and Update the load status to Delivered Final
8. Click on save Button.
9. A popup message displaying Are you sure you want to change this load to Delivered Final?. Click on Ok button
10. Ensure the Load status is Delivered Final
11. Click on View Billing Button and click on Create invoice button
12. Ensure the load status is Invoiced
13. Upload POD document to the Origin dray and Carrier Invoice to the Origin dray via Document Upload utility window
14. Verify whether the carrier invoice is not Auto approved when the Origin dray contains POD document","An operational intermodal load should not be auto-paid when the carrier invoice uploaded to the origin dray, contains a POD document.",,viewbilling
7704,,FD-33020,Verify whether the carrier invoice uploaded to the Destination dray of an operational intermodal load that contains a BOL document is not auto-paid,1. User should have Finance Plus access to BTMS application2. Specific customer must have POD as Customer required document at Master customer page3. Auto Invoice should be disabled for the specific customer in BTMS,"1. Login to BTMS application2. Navigate to the specific customer and click on New Load - Intermodal load3. Ensure the load status is Active4. Select the Origin dray, Rail, Destination dray and enter all the required fields5. Ensure the status is Booked6. Ensure the Origin Dray's Driver In date and Time and Destination dray's Driver Out date and Time are entered.7. Click on Edit Button and Update the load status to Delivered Final8. Click on save Button.9. A popup message displaying Are you sure you want to change this load to Delivered Final?. Click on Ok button10. Ensure the Load status is Delivered Final11. Click on View Billing Button and click on Create invoice button12. Ensure the load status is Invoiced13. Upload BOL document to the Destination dray and Carrier Invoice via Document Upload utility window14. Verify whether the carrier invoice is not Auto approved when the Destination dray contains BOL document","An operational intermodal load should not be auto-paid when the carrier invoice uploaded to the Destination dray, contains a BOL document.",,viewbilling
7705,,FD-33020,Verify whether the carrier invoice uploaded to the Origin dray of an operational intermodal load that contains a BOL document is auto-paid,"1. User should have Finance Plus access to BTMS application
2. Specific customer must have BOL and POD as Customer required document at Master customer page
3. Auto Invoice should be disabled  for the specific customer in BTMS","1. Login to BTMS application
2. Navigate to the specific customer and click on New Load - Intermodal load
3. Ensure the load status is Active
4. Select the Origin dray, Rail, Destination dray and enter all the required fields
5. Ensure the status is Booked
6. Ensure the Origin Dray's Driver In date and Time and Destination dray's Driver Out date and Time are entered.
7. Click on Edit Button and Update the load status to Delivered Final
8. Click on save Button.
9. A popup message displaying Are you sure you want to change this load to Delivered Final?. Click on Ok button
10. Ensure the Load status is Delivered Final
11. Click on View Billing Button and click on Create invoice button
12. Ensure the load status is Invoiced
13. Upload BOL document to the Origin dray and Carrier Invoice to the Origin dray via Document Upload utility window
14. Verify whether the carrier invoice is Auto approved when the Origin dray contains BOL document","An operational intermodal load should be auto-paid when the carrier invoice uploaded to the origin dray, contains a BOL document.",,viewbilling
7706,,FD-33020,Verify whether the carrier invoice uploaded to the Destination dray of an operational intermodal load that contains a POD document is auto-paid,"1. User should have Finance Plus access to BTMS application
2. Specific customer must have  BOL and POD as Customer required document at Master customer page
3. Auto Invoice should be disabled  for the specific customer in BTMS","1. Login to BTMS application
2. Navigate to the specific customer and click on New Load - Intermodal load
3. Ensure the load status is Active
4. Select the Origin dray, Rail, Destination dray and enter all the required fields
5. Ensure the status is Booked
6. Ensure the Origin Dray's Driver In date and Time and Destination dray's Driver Out date and Time are entered.
7. Click on Edit Button and Update the load status to Delivered Final
8. Click on save Button.
9. A popup message displaying Are you sure you want to change this load to Delivered Final?. Click on Ok button
10. Ensure the Load status is Delivered Final
11. Click on View Billing Button and click on Create invoice button
12. Ensure the load status is Invoiced
13. Upload POD document to the Destination dray and Carrier Invoice via Document Upload utility window
14. Verify whether the carrier invoice is Auto approved when the Destination dray contains POD document","An operational intermodal load should be auto-paid when the carrier invoice uploaded to the Destination dray, contains a POD document.",,viewbilling
7707,,FD-33020,Verify whether the carrier invoice uploaded to the Origin dray of an operational intermodal load that contains a BOL and POD document is auto-paid,"1. User should have Finance Plus access to BTMS application
2. Specific customer must have BOL and POD as Customer required document at Master customer page
3. Auto Invoice should be disabled  for the specific customer in BTMS","1. Login to BTMS application
2. Navigate to the specific customer and click on New Load - Intermodal load
3. Ensure the load status is Active
4. Select the Origin dray, Rail, Destination dray and enter all the required fields
5. Ensure the status is Booked
6. Ensure the Origin Dray's Driver In date and Time and Destination dray's Driver Out date and Time are entered.
7. Click on Edit Button and Update the load status to Delivered Final
8. Click on save Button.
9. A popup message displaying Are you sure you want to change this load to Delivered Final?. Click on Ok button
10. Ensure the Load status is Delivered Final
11. Click on View Billing Button and click on Create invoice button
12. Ensure the load status is Invoiced
13. Upload BOL and POD document to the Origin dray and Carrier Invoice to the Origin dray via Document Upload utility window
14. Verify whether the carrier invoice is Auto approved when the Origin dray contains BOL and POD document","An operational intermodal load should be auto-paid when the carrier invoice uploaded to the origin dray, contains a BOL and POD document.",,viewbilling
7708,,FD-33020,Verify whether the carrier invoice uploaded to the Destination dray of an operational intermodal load that contains a BOL and POD document is auto-paid,"1. User should have Finance Plus access to BTMS application
2. Specific customer must have  BOL and POD as Customer required document at Master customer page
3. Auto Invoice should be disabled  for the specific customer in BTMS","1. Login to BTMS application
2. Navigate to the specific customer and click on New Load - Intermodal load
3. Ensure the load status is Active
4. Select the Origin dray, Rail, Destination dray and enter all the required fields
5. Ensure the status is Booked
6. Ensure the Origin Dray's Driver In date and Time and Destination dray's Driver Out date and Time are entered.
7. Click on Edit Button and Update the load status to Delivered Final
8. Click on save Button.
9. A popup message displaying Are you sure you want to change this load to Delivered Final?. Click on Ok button
10. Ensure the Load status is Delivered Final
11. Click on View Billing Button and click on Create invoice button
12. Ensure the load status is Invoiced
13. Upload BOL and POD document to the Destination dray and Carrier Invoice via Document Upload utility window
14. Verify whether the carrier invoice is Auto approved when the Destination dray contains BOL and POD document","An operational intermodal load should be auto-paid when the carrier invoice uploaded to the Destination dray, contains a BOL and POD document.",,viewbilling
7709,,FD-33020,Verify whether the carrier invoice uploaded to the Origin dray of an operational intermodal load that contains a BOL document is auto-paid,"1. User should have Finance Plus access to BTMS application
2. Specific customer must have BOL ,POD , Accessorial approval and Customer confirmation as Customer required document at Master customer page
3. Auto Invoice should be disabled  for the specific customer in BTMS","1. Login to BTMS application
2. Navigate to the specific customer and click on New Load - Intermodal load
3. Ensure the load status is Active
4. Select the Origin dray, Rail, Destination dray and enter all the required fields
5. Ensure the status is Booked
6. Ensure the Origin Dray's Driver In date and Time and Destination dray's Driver Out date and Time are entered.
7. Click on Edit Button and Update the load status to Delivered Final
8. Click on save Button.
9. A popup message displaying Are you sure you want to change this load to Delivered Final?. Click on Ok button
10. Ensure the Load status is Delivered Final
11. Click on View Billing Button and click on Create invoice button
12. Ensure the load status is Invoiced
13. Upload BOL document to the Origin dray and Carrier Invoice to the Origin dray via Document Upload utility window
14. Verify whether the carrier invoice is Auto approved when the Origin dray contains BOL document","An operational intermodal load should be auto-paid when the carrier invoice uploaded to the origin dray, contains a BOL document.",,viewbilling
7710,,FD-33020,Verify whether the carrier invoice uploaded to the Destination dray of an operational intermodal load that contains a POD document is auto-paid,"1. User should have Finance Plus access to BTMS application
2. Specific customer must have BOL ,POD , Accessorial approval and Customer confirmation as Customer required document at Master customer page
3. Auto Invoice should be disabled  for the specific customer in BTMS","1. Login to BTMS application
2. Navigate to the specific customer and click on New Load - Intermodal load
3. Ensure the load status is Active
4. Select the Origin dray, Rail, Destination dray and enter all the required fields
5. Ensure the status is Booked
6. Ensure the Origin Dray's Driver In date and Time and Destination dray's Driver Out date and Time are entered.
7. Click on Edit Button and Update the load status to Delivered Final
8. Click on save Button.
9. A popup message displaying Are you sure you want to change this load to Delivered Final?. Click on Ok button
10. Ensure the Load status is Delivered Final
11. Click on View Billing Button and click on Create invoice button
12. Ensure the load status is Invoiced
13. Upload POD document to the Destination dray and Carrier Invoice via Document Upload utility window
14. Verify whether the carrier invoice is Auto approved when the Destination dray contains POD document","An operational intermodal load should be auto-paid when the carrier invoice uploaded to the Destination dray, contains a  POD document.",,viewbilling
7711,,FD-33020,Verify whether the carrier invoice uploaded to the Destination dray of an operational intermodal load that contains a POD document is auto-paid,"1. User should have Finance Plus access to BTMS application
2. Specific customer must not have any required document
3. Auto Invoice should be Enabled  for the specific customer in BTMS","1. Login to BTMS application
2. Navigate to the specific customer and click on New Load - Intermodal load 
3. Ensure the load status is Active 
4. Select the Origin dray, Rail, Destination dray and enter all the required fields
5. Ensure the status is Booked
6. Ensure the Origin Dray's Driver In date and Time and Destination dray's Driver Out date and Time are entered.
7. Click on Edit Button and Update the load status to Delivered Final 
8. Click on save Button.
9. A popup message displaying Are you sure you want to change this load to Delivered Final?. Click on Ok button
10. Ensure the Load status is Delivered Final
11. Click on View Billing Button and click on Create invoice button
12. Ensure the load status is Invoiced
13. Upload BOL document to the Origin dray and Carrier Invoice Document to Destinan Dray 
14. Verify whether the carrier invoice is not Auto approved when the Destination dray contains Only Carrier Invoice document &amp; Origin Dray Contains BOL","An operational intermodal load should not be auto-paid when the carrier invoice uploaded to the Destination dray, contains a  BOL document in Origin Dray.",,viewbilling
7716,,FD-33073,"Verify when user  save & share report with Individual Viewer with Updated Columns, the column configuration for Viewer is same as shared user.","1. Navigate to Load Search Page
2. Apply filter Load type &amp; Customer","1.Select load Filter as Intermodal Load.
2. Select Customer filter
3. Click on search button
4. Click on Show Column
5. Change Columns
6. Click on save as
7. Enter Report Name
8. Click on save Button
9. Verify saved report is visible Under Saved Report
10. Click on saved report
11. Verify Column are same as earlier when report is saved
12. Click on share
13. Select individual Viewer &amp; Clck on Share Report
14. Login with Individual Viewer
15. Navigate to Loads search page
16. Open Shared Report
17. Verify that Column are same as earlier when report is saved &amp; Shared by Report Owner",Updated columns should not be changed for Shared  report with Individual Viewer.,,search
7718,,FD-33073,"Verify when user  save & share report with Individual Editor with Updated Columns, the column configuration for Editor is same as shared user.","1. Navigate to Load Search Page
2. Apply filter Load type &amp; Customer","1.Select load Filter as Intermodal Load.
2. Select Customer filter
3. Click on search button
4. Click on Show Column
5. Change Columns
6. Click on save as
7. Enter Report Name
8. Click on save Button
9. Verify saved report is visible Under Saved Report
10. Click on saved report
11. Verify Column are same as earlier when report is saved
12. Click on share
13. Select individual Editor &amp; Clck on Share Report
14. Login with Individual Editor
15. Navigate to Loads search page
16. Open Shared Report
17. Verify that Column are same as earlier when report is saved &amp; Shared by Report Owner",Updated columns should not be changed for Shared  report with Individual Editor.,,search
